oo,cic:/Coq/Reals/Rminmax/R/minus_max_distr_l.con,cic:/Coq/Init/Logic/eq.ind
oo,cic:/Coq/Reals/Rminmax/R/minus_max_distr_l.con,cic:/Coq/Init/Logic/eq_ind_r.con
oo,cic:/Coq/Reals/Rminmax/R/minus_max_distr_l.con,cic:/Coq/Reals/Rbasic_fun/Rmax.con
oo,cic:/Coq/Reals/Rminmax/R/minus_max_distr_l.con,cic:/Coq/Reals/Rbasic_fun/Rmin.con
oo,cic:/Coq/Reals/Rminmax/R/minus_max_distr_l.con,cic:/Coq/Reals/Rdefinitions/R.con
oo,cic:/Coq/Reals/Rminmax/R/minus_max_distr_l.con,cic:/Coq/Reals/Rdefinitions/Rminus.con
oo,cic:/Coq/Reals/Rminmax/R/minus_max_distr_l.con,cic:/Coq/Reals/Rdefinitions/Ropp.con
oo,cic:/Coq/Reals/Rminmax/R/minus_max_distr_l.con,cic:/Coq/Reals/Rdefinitions/Rplus.con
oo,cic:/Coq/Reals/Rminmax/R/minus_max_distr_l.con,cic:/Coq/Reals/Rminmax/R/minus_max_distr_l.con
oo,cic:/Coq/Reals/Rminmax/R/minus_max_distr_l.con,cic:/Coq/Reals/Rminmax/R/opp_min_distr.con
oo,cic:/Coq/Reals/Rminmax/R/minus_max_distr_l.con,cic:/Coq/Reals/Rminmax/R/plus_max_distr_l.con
oo,cic:/Coq/Reals/Rminmax/R/minus_max_distr_r.con,cic:/Coq/Init/Logic/eq.ind
oo,cic:/Coq/Reals/Rminmax/R/minus_max_distr_r.con,cic:/Coq/Reals/Rbasic_fun/Rmax.con
oo,cic:/Coq/Reals/Rminmax/R/minus_max_distr_r.con,cic:/Coq/Reals/Rdefinitions/R.con
oo,cic:/Coq/Reals/Rminmax/R/minus_max_distr_r.con,cic:/Coq/Reals/Rdefinitions/Rminus.con
oo,cic:/Coq/Reals/Rminmax/R/minus_max_distr_r.con,cic:/Coq/Reals/Rdefinitions/Ropp.con
oo,cic:/Coq/Reals/Rminmax/R/minus_max_distr_r.con,cic:/Coq/Reals/Rdefinitions/Rplus.con
oo,cic:/Coq/Reals/Rminmax/R/minus_max_distr_r.con,cic:/Coq/Reals/Rminmax/R/minus_max_distr_r.con
oo,cic:/Coq/Reals/Rminmax/R/minus_max_distr_r.con,cic:/Coq/Reals/Rminmax/R/plus_max_distr_r.con
oo,cic:/Coq/Reals/Rminmax/R/minus_min_distr_l.con,cic:/Coq/Init/Logic/eq.ind
oo,cic:/Coq/Reals/Rminmax/R/minus_min_distr_l.con,cic:/Coq/Init/Logic/eq_ind_r.con
oo,cic:/Coq/Reals/Rminmax/R/minus_min_distr_l.con,cic:/Coq/Reals/Rbasic_fun/Rmax.con
oo,cic:/Coq/Reals/Rminmax/R/minus_min_distr_l.con,cic:/Coq/Reals/Rbasic_fun/Rmin.con
oo,cic:/Coq/Reals/Rminmax/R/minus_min_distr_l.con,cic:/Coq/Reals/Rdefinitions/R.con
oo,cic:/Coq/Reals/Rminmax/R/minus_min_distr_l.con,cic:/Coq/Reals/Rdefinitions/Rminus.con
oo,cic:/Coq/Reals/Rminmax/R/minus_min_distr_l.con,cic:/Coq/Reals/Rdefinitions/Ropp.con
oo,cic:/Coq/Reals/Rminmax/R/minus_min_distr_l.con,cic:/Coq/Reals/Rdefinitions/Rplus.con
oo,cic:/Coq/Reals/Rminmax/R/minus_min_distr_l.con,cic:/Coq/Reals/Rminmax/R/minus_min_distr_l.con
oo,cic:/Coq/Reals/Rminmax/R/minus_min_distr_l.con,cic:/Coq/Reals/Rminmax/R/opp_max_distr.con
oo,cic:/Coq/Reals/Rminmax/R/minus_min_distr_l.con,cic:/Coq/Reals/Rminmax/R/plus_min_distr_l.con
oo,cic:/Coq/Reals/Rminmax/R/minus_min_distr_r.con,cic:/Coq/Init/Logic/eq.ind
oo,cic:/Coq/Reals/Rminmax/R/minus_min_distr_r.con,cic:/Coq/Reals/Rbasic_fun/Rmin.con
oo,cic:/Coq/Reals/Rminmax/R/minus_min_distr_r.con,cic:/Coq/Reals/Rdefinitions/R.con
oo,cic:/Coq/Reals/Rminmax/R/minus_min_distr_r.con,cic:/Coq/Reals/Rdefinitions/Rminus.con
oo,cic:/Coq/Reals/Rminmax/R/minus_min_distr_r.con,cic:/Coq/Reals/Rdefinitions/Ropp.con
oo,cic:/Coq/Reals/Rminmax/R/minus_min_distr_r.con,cic:/Coq/Reals/Rdefinitions/Rplus.con
oo,cic:/Coq/Reals/Rminmax/R/minus_min_distr_r.con,cic:/Coq/Reals/Rminmax/R/minus_min_distr_r.con
oo,cic:/Coq/Reals/Rminmax/R/minus_min_distr_r.con,cic:/Coq/Reals/Rminmax/R/plus_min_distr_r.con
oo,cic:/Coq/Reals/Rminmax/R/opp_max_distr.con,cic:/Coq/Classes/Morphisms/Proper.con
oo,cic:/Coq/Reals/Rminmax/R/opp_max_distr.con,cic:/Coq/Classes/Morphisms/respectful.con
oo,cic:/Coq/Reals/Rminmax/R/opp_max_distr.con,cic:/Coq/Init/Logic/eq.ind
oo,cic:/Coq/Reals/Rminmax/R/opp_max_distr.con,cic:/Coq/Init/Logic/eq_sym.con
oo,cic:/Coq/Reals/Rminmax/R/opp_max_distr.con,cic:/Coq/Program/Basics/flip.con
oo,cic:/Coq/Reals/Rminmax/R/opp_max_distr.con,cic:/Coq/Reals/Rbasic_fun/Rmax.con
oo,cic:/Coq/Reals/Rminmax/R/opp_max_distr.con,cic:/Coq/Reals/Rbasic_fun/Rmin.con
oo,cic:/Coq/Reals/Rminmax/R/opp_max_distr.con,cic:/Coq/Reals/Rdefinitions/R.con
oo,cic:/Coq/Reals/Rminmax/R/opp_max_distr.con,cic:/Coq/Reals/Rdefinitions/Rge.con
oo,cic:/Coq/Reals/Rminmax/R/opp_max_distr.con,cic:/Coq/Reals/Rdefinitions/Rle.con
oo,cic:/Coq/Reals/Rminmax/R/opp_max_distr.con,cic:/Coq/Reals/Rdefinitions/Ropp.con
oo,cic:/Coq/Reals/Rminmax/R/opp_max_distr.con,cic:/Coq/Reals/RIneq/Rge_le.con
oo,cic:/Coq/Reals/Rminmax/R/opp_max_distr.con,cic:/Coq/Reals/RIneq/Ropp_le_ge_contravar.con
oo,cic:/Coq/Reals/Rminmax/R/opp_max_distr.con,cic:/Coq/Reals/Rminmax/R/min_max_antimonotone.con
oo,cic:/Coq/Reals/Rminmax/R/opp_max_distr.con,cic:/Coq/Reals/Rminmax/R/opp_max_distr.con
oo,cic:/Coq/Reals/Rminmax/R/opp_min_distr.con,cic:/Coq/Classes/Morphisms/Proper.con
